PrjName;RecordNo;AgentId;AgentUserName;PhoneNo;Language;LtCallDt;LtCallWd;LtCallST;CallDurS;CallDurM;LtQuestF;CallCnt;LtCallR;WaveNo;Priority;DialingMode;ResCompleted;IntLevel;ResTimeZone;CallNotes;RestrictionOverride;ResTimeSlot;LtCaseR;CyclePhoneNumber;ManualDialing;LANG;NAME;INT01;N1;N2_1;RegionA;R1;SCREE;T1;Q1;INT10;Q2;Q3_1;Q3_2;Q3_3;Q3_4;Q3_5;Q3_6;Q3_7;Q4;Q5;Q6;Q7M1;Q7M2;Q7M3;Q7M4;Q7M5;Q7M6;Q7M7;Q7M8;Q7M9;Q7M10;Q8M1;Q8M2;Q8M3;Q8M4;Q8M5;Q8M6;Q8M7;Q8M8;Q8M9;Q8M10;RAUS;BYE;VOLL;INT;SQ;F6;PR_CODE;REG;DISTR;SETTL;IMPOR;TEL1;TEL2;TEL3;LSURN;LNAME;TEL4;TEL5;LSURN2;LNAME2;TEL6;TEL7;LSURN3;LNAME3;TEL8;RESPONDENT;TEL9;NOTE;KORR;F7;QN1;QN2;QN3;QN4;QN5;F8;QN6;QN7;QN8;F11;CB
Nazwa Projektu;1424;114;Agent.13;27842855;1;20210803;3;16:45:00;2132;36;462;5;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091186; ; ;69;101; ;1350;5;2;4;8;6;10;9;1970;104;104;115;108;;;;;;;;;;;;;;;;;;; ;99;100;CO; ; ;744940; ; ; ; ;631536327; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;dapibus lacinia felis. velit dui sed quam sagittis Lorem et ornare ipsum Integer dictum Fusce mus. nulla sed tortor; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1430;61;Agent.11;284616266;1;20210805;5;14:02:00;1216;20;462;6;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;LQ; ; ;32091209; ; ;58;101; ;3500;8;8;1;1;9;9;1;1971;104;105;103;108;101;102;106;;;;;;102;103;104;106;107;;;;;; ;99;100;CO; ; ;755101; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1438;61;Agent.11;735233172;1;20210810;3;14:22:00;548;9;462;18;CO;17;0;0;1;0;0; ;0;0;CO;1;0;PL; ;LQ; ; ;32091219; ; ;88;101; ;200;7;8;9;2;4;8;9;1981;103;102;999;;;;;;;;;;103;104;107;108;;;;;;; ;99;100;CO; ; ;387796; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;sapien. condimentum. convallis Praesent quam sed scelerisque. metus, euismod a laoreet quis pellentesque Fusce malesuada a c;sapien. condimentum. convallis Praesent quam sed scelerisque. metus, euismod a laoreet quis pellentesque Fusce malesua;sapien. condimentum. convallis Praesent quam sed scelerisque. metus, euismod a laoreet quis pellentesque Fusce malesua; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1439;114;Agent.13;142404867;1;20210730;6;14:40:00;1844;31;462;4;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091239; ; ;154;101; ;35,6;1;8;6;9;8;10;1;1969;103;103;115;108;114;112;117;;;;;;103;105;106;;;;;;;; ;99;100;CO; ; ;844683; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1440;59;Agent.10;924074570;1;20210809;2;11:07:00;2008;33;462;7;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091245; ; ;256;101; ;100,1;8;3;10;8;8;4;4;1982;104;103;112;;;;;;;;;;;;;;;;;;;; ;99;100;CO; ; ;539998; ; ; ; ;835687915; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;amet adipiscing eu lorem. per natoque auctor mattis habitasse a lobortis libero velit, erat Fusce tincidunt blandit mattis e;amet adipiscing eu lorem. per natoque auctor mattis habitasse a lobortis libero velit, erat Fusce tincidunt blandit ma; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1442;63;Agent.12;487512058;1;20210729;5;14:32:00;1834;31;461;1;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091251; ; ;138;101; ;500;4;9;1;7;10;2;9;1978;104;105;111;;;;;;;;;;101;102;103;104;105;106;108;;;; ;99;100;CO; ; ;817831; ; ; ; ;724474176; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1450;47;Agent.03;337113428;1;20210805;5;15:15:00;2266;38;462;7;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091257; ; ;83;101; ;20;2;9;6;4;3;10;6;1972;104;103;999;;;;;;;;;;101;102;103;104;105;106;107;108;;; ;99;100;CO; ; ;448733; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;lectus, Proin litora dui ornare luctus, sed turpis vel vitae condimentum libero sit suscipit non ut vestibulum ut nec adipis; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1451;61;Agent.11;845650843;1;20210802;2;16:59:00;1812;30;462;3;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091271; ; ;92;101; ;100;9;7;6;8;9;9;10;1983;103;102;117;108;101;102;;;;;;;102;103;104;105;106;107;;;;; ;99;100;CO; ; ;871501; ; ; ; ;941264751; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;tortor eu erat erat bibendum scelerisque pretium mus. magnis Orci orci amet in orci tortor volutpat, Nullam est, cursus; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1458;61;Agent.11;610555519;1;20210804;4;16:24:00;2085;35;462;3;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091278; ; ;233;101; ;950;9;9;9;6;4;3;7;1981;104;105;105;108;;;;;;;;;;;;;;;;;;; ;99;100;CO; ; ;739488; ; ; ; ;218581737; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1462;57;Agent.09;830212371;1;20210730;6;13:38:00;0;0;462;6;CO;1;0;0;1;0;0; ;0;0; ;1;0;PL; ;JA; ; ;32091292; ; ;48;101; ;5;2;7;0;8;10;9;9;1975;104;101;101;108;;;;;;;;;101;103;104;105;106;107;108;;;; ;99;100;CO; ; ;509255; ; ; ; ;868138850; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;tellus vitae Phasellus non In Class eleifend condimentum leo. eu nulla volutpat, odio id, non Donec convallis dui a diam; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1469;59;Agent.10;736427617;1;20210802;2;11:02:00;1715;29;462;4;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091312; ; ;148;101; ;23,5;5;1;8;6;6;3;10;1971;104;104;104;105;106;108;;;;;;;103;105;106;107;;;;;;; ;99;100;CO; ; ;295463; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;In libero elit orci in condimentum adipiscing mattis nec a pretium interdum In condimentum. penatibus velit, euismod Fusce p; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1475;57;Agent.09;509173483;1;20210729;5;14:56:00;1741;29;461;1;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091322; ; ;133;101; ;220;9;10;5;1;1;10;3;1977;103;103;108;105;;;;;;;;;102;104;105;;;;;;;; ;99;100;CO; ; ;424463; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1476;47;Agent.03;897651216;1;20210730;6;09:30:00;1903;32;462;2;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091326; ; ;97;101; ;1000;7;7;7;3;1;7;9;1966;104;102;117;108;101;102;;;;;;;102;105;107;;;;;;;; ;99;100;CO; ; ;738221; ; ; ; ;842235965; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;ornare leo. turpis vehicula. lobortis. ipsum, in vel sociosqu tellus eu. adipiscing adipiscing adipiscing non Fusce velit, i; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1477;114;Agent.13;758130532;1;20210809;2;16:19:00;2801;47;462;8;CO;5;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091332; ; ;89;101; ;5;10;9;4;5;0;10;4;1976;104;102;108;106;101;103;112;;;;;;101;102;103;104;105;106;107;108;;; ;99;100;CO; ; ;149228; ; ; ; ;61538412; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;tempus Curabitur Vivamus vel neque, scelerisque lorem. ut ipsum nisl lorem. lacinia orci ut Cras dictumst. euismod dapibus,;tempus Curabitur Vivamus vel neque, scelerisque lorem. ut ipsum nisl lorem. lacinia orci ut Cras dictumst.;tempus Curabitur Vivamus vel neque, scelerisque lorem. ut ipsum nisl lorem. lacinia orci ut Cras dictumst. euismod dap; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1485;63;Agent.12;219650770;1;20210804;4;15:08:00;1444;24;462;8;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091334; ; ;90;101; ;28;9;7;4;9;9;9;7;1982;103;103;115;;;;;;;;;;103;104;106;107;;;;;;; ;99;100;CO; ; ;311793; ; ; ; ;796205141; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;pretium commodo, scelerisque vestibulum et dictum quis Aliquam tincidunt tincidunt orci. lorem. euismod et sollicitudin vita; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1486;51;Agent.05;728338675;1;20210804;4;13:55:00;1770;30;462;5;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091338; ; ;68;101; ;1000;9;9;8;3;10;8;9;1987;104;104;117;;;;;;;;;;102;103;105;106;107;;;;;; ;99;100;CO; ; ;277990; ; ; ; ;819935815; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;suscipit faucibus tortor eu convallis himenaeos. euismod lacinia. quam et molestie non sagittis; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1488;63;Agent.12;664616018;1;20210730;6;18:17:00;1467;24;462;2;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091341; ; ;85;101; ;123;3;6;1;5;3;10;9;1962;104;104;102;108;112;101;;;;;;;101;102;103;104;107;108;;;;; ;99;100;CO; ; ;881633; ; ; ; ;6444418; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1490;63;Agent.12;794777877;1;20210730;6;17:04:00;1499;25;462;3;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091415; ; ;76;101; ;110;8;2;9;3;8;9;10;1973;103;105;108;101;;;;;;;;;102;104;106;107;;;;;;; ;99;100;CO; ; ;868152; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;nascetur In Orci laoreet interdum convallis ornare at orci quis inceptos egestas interdum amet, sit platea porta vehicula. a; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1491;51;Agent.05;143201168;1;20210730;6;10:13:00;2618;44;462;1;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091418; ; ;91;101; ;100;9;8;10;8;5;8;9;1968;104;104;108;105;;;;;;;;;101;102;103;104;105;106;107;108;;; ;99;100;CO; ; ;783514; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;taciti sapien. est Fusce lacinia. justo porttitor taciti Sed in condimentum quam Fusce sit ultrices, Fusce euismod aliquam.; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1501;63;Agent.12;861022831;1;20210802;2;14:14:00;1705;28;462;3;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091426; ; ;55;101; ;154;9;8;10;6;7;9;3;1966;104;105;104;114;105;108;;;;;;;102;103;104;107;;;;;;; ;99;100;CO; ; ;613483; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1503;59;Agent.10;128273587;1;20210811;4;09:52:00;1243;21;462;4;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091428; ; ;174;101; ;90;6;10;7;4;2;1;3;1967;104;103;108;101;;;;;;;;;101;102;;;;;;;;; ;99;100;CO; ; ;555705; ; ; ; ;511527603; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;a velit ipsum interdum sed eu in. inceptos convallis gravida tellus id, vulputate, per et Nullam ut eu. Vivamus luctus. In C; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1504;47;Agent.03;980095875;1;20210730;6;11:17:00;392;7;462;2;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;LQ; ; ;32091432; ; ;384;101; ;103;8;6;8;1;3;8;9;1967;104;102;999;;;;;;;;;;101;102;103;104;105;107;;;;; ;99;100;CO; ; ;462665; ; ; ; ;652566598; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;aliquam. mus. Suspendisse Fusce id vehicula. Cras suscipit vestibulum nisi. Etiam ut In id aliquet, sit eu hac consequat sap; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1508;63;Agent.12;847593477;1;20210802;2;11:35:00;3445;57;462;4;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091434; ; ;1337;101; ;165;6;4;9;9;6;10;9;1976;104;103;108;101;104;103;;;;;;;101;102;103;104;105;106;107;108;;; ;99;100;CO; ; ;977776; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1514;114;Agent.13;626571056;1;20210812;5;15:35:00;2458;41;462;11;CO;8;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091444; ; ;45;101; ;30,5;10;8;9;4;6;8;9;1989;104;104;108;107;102;113;118;112;106;;;;101;102;103;104;105;106;107;108;;; ;99;100;CO; ; ;480554; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;metus, conubia ad egestas maximus euismod porta et scelerisque tortor velit et laoreet lacinia lorem. nec eu himenaeos.; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1525;63;Agent.12;203030987;1;20210803;3;09:46:00;1461;24;462;5;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091452; ; ;57;101; ;50;9;9;7;3;10;9;3;1936;104;104;999;;;;;;;;;;103;104;106;107;;;;;;; ;99;100;CO; ; ;378696; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;ad velit, ad massa. scelerisque. per mi viverra auctor Mauris tortor sed lobortis et faucibus et leo erat ornare egestas dui; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1529;59;Agent.10;153434123;1;20210730;6;11:31:00;1891;32;462;3;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091458; ; ;57;101; ;210;10;99;9;3;5;10;2;1966;104;102;108;;;;;;;;;;101;105;;;;;;;;; ;99;100;CO; ; ;348157; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;vel convallis ut felis. Curabitur nascetur porttitor commodo quam. orci tempus. dis nec odio odio vehicula. tempus non luctu; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1531;114;Agent.13;667717122;1;20210805;5;11:08:00;1631;27;462;3;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091460; ; ;102;101; ;101;9;3;2;6;6;6;8;1981;104;104;999;;;;;;;;;;;;;;;;;;;; ;99;100;CO; ; ;999539; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1540;114;Agent.13;311163567;1;20210812;5;16:17:00;97;2;462;6;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091481; ; ;28;101; ;370;5;7;2;9;7;9;10;1954;104;104;104;114;106;108;;;;;;;101;102;104;105;106;108;;;;; ;99;100;CO; ; ;660271; ; ; ; ;384407444; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;orci montes, gravida nulla tortor Class Vivamus nisl et et eu quis sociosqu enim Integer vitae in Cras bibendum bibendum non; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1543;63;Agent.12;193476933;1;20210731;7;10:07:00;1458;24;462;4;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091495; ; ;58;101; ;200;6;9;1;1;1;7;6;1979;102;102;108;101;112;117;;;;;;;101;103;;;;;;;;; ;99;100;CO; ; ;553234; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1545;53;Agent.06;146648172;1;20210802;2;14:28:00;1124;19;462;4;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;LQ; ; ;32091499; ; ;61;101; ;10;5;10;5;9;7;10;2;1971;104;104;112;;;;;;;;;;101;102;103;104;105;106;107;108;;; ;99;100;CO; ; ;463903; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1546;51;Agent.05;238412283;1;20210802;2;12:35:00;1909;32;462;8;CO;8;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091509; ; ;39;101; ;48;3;3;5;7;10;9;4;1964;104;102;999;;;;;;;;;;101;102;105;108;;;;;;; ;99;100;CO; ; ;728822; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1548;47;Agent.03;118641527;1;20210806;6;10:16:00;1317;22;462;4;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091536; ; ;68;101; ;138;2;9;10;6;1;9;4;1982;104;105;114;102;101;;;;;;;;101;102;103;104;105;106;107;108;;; ;99;100;CO; ; ;172543; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;lorem. bibendum eu venenatis bibendum a sed Donec enim Fusce bibendum vitae non sociosqu elit. neque, lobortis lobortis ac C;lorem. bibendum eu venenatis bibendum a sed Donec enim Fusce bibendum vitae non sociosqu elit. neque, lobortis loborti; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1562;45;Agent.02;352832229;1;20210809;2;14:38:00;1978;33;462;9;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091552; ; ;438;101; ;8;10;2;8;5;0;6;1;1988;103;104;108;;;;;;;;;;103;104;105;106;107;;;;;; ;99;100;CO; ; ;104399; ; ; ; ;824312073; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;euismod metus, non lacinia tellus massa. non viverra libero porttitor pellentesque id, leo Donec aliquam. libero est. mi lac; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1567;59;Agent.10;518154848;1;20210730;6;15:13:00;2200;37;462;2;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091556; ; ;112;101; ;8;9;9;9;5;6;8;9;1992;104;104;108;105;;;;;;;;;101;107;;;;;;;;; ;99;100;CO; ; ;387041; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;neque, Orci enim sed Sed aliquet sapien. In est. in elementum condimentum aptent scelerisque cursus Aliquam vitae sed vestib; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1575;114;Agent.13;327243034;1;20210730;6;11:34:00;1496;25;462;1;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091586; ; ;105;101; ;550;10;4;4;3;7;5;3;1975;104;101;108;116;101;;;;;;;;102;103;104;105;106;;;;;; ;99;100;CO; ; ;369646; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1578;63;Agent.12;497470158;1;20210730;6;15:11:00;3204;53;462;2;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091591; ; ;974;101; ;460;8;10;4;2;0;3;6;1960;104;104;103;108;101;102;106;;;;;;101;102;103;107;;;;;;; ;99;100;CO; ; ;184033; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1581;63;Agent.12;827958268;1;20210802;2;10:53:00;2262;38;462;4;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091598; ; ;124;101; ;124;10;7;2;9;10;9;10;1971;104;104;101;108;102;;;;;;;;101;102;103;104;106;;;;;; ;99;100;CO; ; ;416497; ; ; ; ;262840127; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1583;53;Agent.06;394586955;1;20210802;2;10:40:00;1579;26;462;3;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091623; ; ;47;101; ;65,1;10;10;5;4;3;7;5;1983;104;102;108;106;101;114;105;;;;;;103;104;105;106;107;;;;;; ;99;100;CO; ; ;840542; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1588;63;Agent.12;371153986;1;20210802;2;10:19:00;1839;31;462;5;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091637; ; ;93;101; ;8;9;4;4;2;9;3;9;1986;104;103;999;;;;;;;;;;102;104;105;107;;;;;;; ;99;100;CO; ; ;491664; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;non nisi. Lorem ipsum, euismod In sapien erat vitae Etiam Aliquam elit. amet, euismod malesuada Phasellus nisi. porttitor di;non nisi. Lorem ipsum, euismod In sapien erat vitae Etiam Aliquam elit. amet, euismod malesuada Phasellus nisi. portti; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1589;53;Agent.06;936185655;1;20210730;6;13:35:00;1659;28;462;2;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091639; ; ;86;101; ;75;7;4;3;6;6;9;9;1978;104;104;999;;;;;;;;;;101;102;103;104;105;106;107;108;;; ;99;100;CO; ; ;598617; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1591;55;Agent.07;414647821;1;20210812;5;13:25:00;1067;18;462;10;CO;4;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091649; ; ;42;101; ;56;6;10;5;9;1;6;9;1990;104;104;999;;;;;;;;;;101;102;103;104;105;106;107;108;;; ;99;100;CO; ; ;235648; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;egestas Cras est, mus. quam lorem. nisi. tellus eu tincidunt sapien. dapibus odio metus Mauris odio orci posuere. tortor ege;egestas Cras est, mus. quam lorem. nisi. tellus eu tincidunt sapien. dapibus odio metus Mauris odio orci posuere. tort;egestas Cras est, mus. quam lorem. nisi. tellus eu tincidunt sapien. dapibus odio metus Mauris odio orci posuere. tort; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1593;55;Agent.07;219248321;1;20210730;6;11:45:00;2005;33;462;1;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091662; ; ;487;101; ;55,33;9;5;8;6;0;7;3;1980;104;103;999;;;;;;;;;;103;104;105;106;107;;;;;; ;99;100;CO; ; ;431657; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1594;51;Agent.05;282274562;1;20210802;2;11:58:00;1792;30;462;2;CO;1;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091664; ; ;105;101; ;600;6;9;3;4;7;7;4;1971;104;101;999;;;;;;;;;;103;;;;;;;;;; ;99;100;CO; ; ;748773; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1599;45;Agent.02;234593958;1;20210804;4;10:37:00;2036;34;462;9;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091668; ; ;9;101; ;2774;2;1;1;9;7;9;9;1988;104;105;114;101;;;;;;;;;101;102;103;104;106;107;;;;; ;99;100;CO; ; ;738074; ; ; ; ;362577786; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;vel orci pretium sagittis. Cras faucibus sagittis per sit malesuada est, litora elementum, elit. cursus viverra nec non comm; ; ; ; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1604;57;Agent.09;708776272;1;20210804;4;10:46:00;1316;22;462;3;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091681; ; ;119;101; ;100;9;1;9;7;4;9;9;1962;104;103;101;108;105;102;112;117;;;;;101;102;103;106;107;;;;;; ;99;100;CO; ; ;786010; ; ; ; ;875768338; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Nazwa Projektu;1605;57;Agent.09;470348337;1;20210810;3;11:05:00;1282;21;462;12;CO;3;0;0;1;0;0; ;0;0;CO;1;0;PL; ;LQ; ; ;32091683; ; ;80;101; ;85;9;3;6;8;10;7;9;1956;104;103;999;;;;;;;;;;102;103;104;105;106;107;;;;; ;99;100;CO; ; ;923801; ; ; ; ;7106954; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;Integer laoreet vitae varius Phasellus in sapien. consectetur euismod malesuada Etiam erat sed In quam tincidunt ridiculus n;Integer laoreet vitae varius Phasellus in sapien. consectetur euismod malesuada Etiam erat sed In quam tincidunt ridic;Integer laoreet vitae varius Phasellus in sapien. consectetur euismod malesuada Etiam erat sed In quam tincidunt ridic;Integer laoreet vitae varius Phasellus in sapien. consectetur euismod malesuada Etiam erat sed In quam tincidunt r; ; ; ; ; ; ;2,02E+11
Nazwa Projektu;1612;53;Agent.06;219776978;1;20210730;6;13:32:00;99;2;462;2;CO;2;0;0;1;0;0; ;0;0;CO;1;0;PL; ;JA; ; ;32091692; ; ;62;101; ;62;8;5;1;1;2;8;2;1958;104;102;104;114;106;108;;;;;;;;;;;;;;;;; ;99;100;CO; ; ;961340; ; ; ; ;852364800; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
